filename, n, cpu_time_used
2225.node,2225,0.000493
2226.node,2226,0.000605
2227.node,2227,0.000551
2228.node,2228,0.000516
2229.node,2229,0.000556
2230.node,2230,0.000496
2231.node,2231,0.00051
2232.node,2232,0.000504
2233.node,2233,0.000518
2234.node,2234,0.000515
2235.node,2235,0.000495
2236.node,2236,0.000539
2237.node,2237,0.00054
2238.node,2238,0.000551
2239.node,2239,0.000554
2240.node,2240,0.000591
2241.node,2241,0.000521
2242.node,2242,0.000509
2243.node,2243,0.000529
2244.node,2244,0.000504
2245.node,2245,0.000539
2246.node,2246,0.000499
2247.node,2247,0.000545
2248.node,2248,0.000502
2249.node,2249,0.000499
2250.node,2250,0.000538
2251.node,2251,0.000506
2252.node,2252,0.000796
2253.node,2253,0.000605
2254.node,2254,0.000571
2255.node,2255,0.000512
2256.node,2256,0.000568
2257.node,2257,0.00054
2258.node,2258,0.000566
2259.node,2259,0.000555
2260.node,2260,0.000562
2261.node,2261,0.000506
2262.node,2262,0.000525
2263.node,2263,0.000516
2264.node,2264,0.000617
2265.node,2265,0.000545
2266.node,2266,0.000508
2267.node,2267,0.000534
2268.node,2268,0.000546
2269.node,2269,0.000568
2270.node,2270,0.000571
2271.node,2271,0.000538
2272.node,2272,0.000663
2273.node,2273,0.000555
2274.node,2274,0.000509
2275.node,2275,0.000533
2276.node,2276,0.000511
2277.node,2277,0.000608
2278.node,2278,0.000558
2279.node,2279,0.000542
2280.node,2280,0.000535
2281.node,2281,0.000511
2282.node,2282,0.000513
2283.node,2283,0.000571
2284.node,2284,0.000581
2285.node,2285,0.00058
2286.node,2286,0.000572
2287.node,2287,0.000527
2288.node,2288,0.000514
2289.node,2289,0.000611
2290.node,2290,0.000946
2291.node,2291,0.000553
2292.node,2292,0.000536
2293.node,2293,0.000598
2294.node,2294,0.000558
2295.node,2295,0.000588
2296.node,2296,0.000569
2297.node,2297,0.000566
2298.node,2298,0.000549
2299.node,2299,0.000568
2300.node,2300,0.000529
2301.node,2301,0.000565
2302.node,2302,0.000633
2303.node,2303,0.000567
2304.node,2304,0.00061
2305.node,2305,0.000545
2306.node,2306,0.000537
2307.node,2307,0.000575
2308.node,2308,0.000614
2309.node,2309,0.000517
2310.node,2310,0.000539
2311.node,2311,0.000516
2312.node,2312,0.00063
2313.node,2313,0.000602
2314.node,2314,0.0006
2315.node,2315,0.000555
2316.node,2316,0.000528
2317.node,2317,0.000518
2318.node,2318,0.000545
2319.node,2319,0.000542
2320.node,2320,0.000971
2321.node,2321,0.000904
2322.node,2322,0.000544
2323.node,2323,0.00062
2324.node,2324,0.000537
2325.node,2325,0.000627
2326.node,2326,0.000573
2327.node,2327,0.000581
2328.node,2328,0.000591
2329.node,2329,0.000528
2330.node,2330,0.000539
2331.node,2331,0.000628
2332.node,2332,0.000571
2333.node,2333,0.000588
2334.node,2334,0.000574
2335.node,2335,0.00054
2336.node,2336,0.00053
2337.node,2337,0.000564
2338.node,2338,0.000528
2339.node,2339,0.000544
2340.node,2340,0.000567
2341.node,2341,0.000585
2342.node,2342,0.000609
2343.node,2343,0.000556
2344.node,2344,0.000624
2345.node,2345,0.000596
2346.node,2346,0.000556
2347.node,2347,0.000533
2348.node,2348,0.000538
2349.node,2349,0.000527
2350.node,2350,0.000679
2351.node,2351,0.000576
2352.node,2352,0.000568
2353.node,2353,0.000618
2354.node,2354,0.000554
2355.node,2355,0.000529
2356.node,2356,0.000573
2357.node,2357,0.000586
2358.node,2358,0.000534
2359.node,2359,0.000529
2360.node,2360,0.000532
2361.node,2361,0.000602
2362.node,2362,0.000577
2363.node,2363,0.000904
2364.node,2364,0.000604
2365.node,2365,0.00054
2366.node,2366,0.000558
2367.node,2367,0.000579
2368.node,2368,0.000529
2369.node,2369,0.000517
2370.node,2370,0.000586
2371.node,2371,0.000575
2372.node,2372,0.00057
2373.node,2373,0.000542
2374.node,2374,0.000589
2375.node,2375,0.000646
2376.node,2376,0.000622
2377.node,2377,0.000559
2378.node,2378,0.000558
2379.node,2379,0.000539
2380.node,2380,0.000573
2381.node,2381,0.000556
2382.node,2382,0.000593
2383.node,2383,0.000532
2384.node,2384,0.000553
2385.node,2385,0.000626
2386.node,2386,0.000666
2387.node,2387,0.000642
2388.node,2388,0.000564
2389.node,2389,0.000556
2390.node,2390,0.00054
2391.node,2391,0.000534
2392.node,2392,0.000554
2393.node,2393,0.000893
2394.node,2394,0.000659
2395.node,2395,0.000576
2396.node,2396,0.000613
2397.node,2397,0.000576
2398.node,2398,0.00059
2399.node,2399,0.00058
2400.node,2400,0.000631
2401.node,2401,0.000585
2402.node,2402,0.000558
2403.node,2403,0.000545
2404.node,2404,0.000568
2405.node,2405,0.000564
2406.node,2406,0.000576
2407.node,2407,0.000545
2408.node,2408,0.000576
2409.node,2409,0.000562
2410.node,2410,0.000546
2411.node,2411,0.000611
2412.node,2412,0.000585
2413.node,2413,0.000557
2414.node,2414,0.000579
2415.node,2415,0.000582
2416.node,2416,0.000609
2417.node,2417,0.000636
2418.node,2418,0.000681
2419.node,2419,0.000664
2420.node,2420,0.000548
2421.node,2421,0.000544
2422.node,2422,0.000573
2423.node,2423,0.000806
2424.node,2424,0.000591
2425.node,2425,0.000585
2426.node,2426,0.000549
2427.node,2427,0.000546
2428.node,2428,0.000566
2429.node,2429,0.000607
2430.node,2430,0.000629
2431.node,2431,0.000568
2432.node,2432,0.000581
2433.node,2433,0.000594
2434.node,2434,0.000607
2435.node,2435,0.000633
2436.node,2436,0.000752
2437.node,2437,0.000611
2438.node,2438,0.000613
2439.node,2439,0.000594
2440.node,2440,0.000612
2441.node,2441,0.000585
2442.node,2442,0.000586
2443.node,2443,0.000611
2444.node,2444,0.00061
2445.node,2445,0.000554
2446.node,2446,0.000584
2447.node,2447,0.000616
2448.node,2448,0.000642
2449.node,2449,0.000571
2450.node,2450,0.000555
2451.node,2451,0.000558
2452.node,2452,0.000651
2453.node,2453,0.000697
2454.node,2454,0.000597
2455.node,2455,0.000529
2456.node,2456,0.000554
2457.node,2457,0.000631
2458.node,2458,0.00059
2459.node,2459,0.000656
2460.node,2460,0.000592
2461.node,2461,0.000586
2462.node,2462,0.000537
2463.node,2463,0.000586
2464.node,2464,0.000599
2465.node,2465,0.000593
2466.node,2466,0.000623
2467.node,2467,0.000594
2468.node,2468,0.000589
2469.node,2469,0.000608
2470.node,2470,0.000607
2471.node,2471,0.000647
2472.node,2472,0.000678
2473.node,2473,0.000613
2474.node,2474,0.000565
2475.node,2475,0.000569
2476.node,2476,0.000685
2477.node,2477,0.000613
2478.node,2478,0.000622
2479.node,2479,0.000603
2480.node,2480,0.00059
2481.node,2481,0.000558
2482.node,2482,0.000616
2483.node,2483,0.000601
2484.node,2484,0.000635
2485.node,2485,0.000554
2486.node,2486,0.000613
2487.node,2487,0.000611
2488.node,2488,0.000591
2489.node,2489,0.000604
2490.node,2490,0.000595
2491.node,2491,0.000564
2492.node,2492,0.000566
2493.node,2493,0.000584
2494.node,2494,0.000593
2495.node,2495,0.000558
2496.node,2496,0.000594
2497.node,2497,0.000561
2498.node,2498,0.000586
2499.node,2499,0.000554
2500.node,2500,0.000599
